transaction_id,customer_id,amount,payment_status,failure_reason,attempt_count,customer_previous_payments,customer_previous_failures,days_since_event,subscription_status,recovery_eligible,recommended_action,transaction_date,risk_score,risk_level,detected_revenue_at_risk
TX00245,CUST1040,9999,success,,2,7,0,6,active,False,stop,2026-08-27 07:37:20,20,low,0
TX00246,CUST1060,3499,success,,2,14,4,4,not_applicable,False,stop,2026-08-29 07:37:20,15,low,0
TX00247,CUST1022,499,success,,2,13,3,26,not_applicable,False,stop,2026-08-07 07:37:20,0,low,0
TX00248,CUST1018,799,abandoned,checkout_abandoned,0,2,3,14,not_applicable,True,reminder,2026-08-19 07:37:20,25,low,0
TX00249,CUST1132,1999,success,,1,4,3,16,active,False,stop,2026-08-17 07:37:20,0,low,0
TX00250,CUST1031,4999,success,,1,5,2,29,not_applicable,False,stop,2026-08-04 07:37:20,5,low,0
TX00251,CUST1057,1999,abandoned,checkout_abandoned,0,9,0,8,active,True,reminder,2026-08-25 07:37:20,35,low,0
TX00252,CUST1162,4999,success,,2,2,1,18,not_applicable,False,stop,2026-08-15 07:37:20,0,low,0
TX00253,CUST1039,799,failed,upi_failure,5,10,4,1,active,True,retry,2026-09-01 07:37:20,45,medium,799
TX00254,CUST1020,299,abandoned,checkout_abandoned,0,8,5,6,not_applicable,True,reminder,2026-08-27 07:37:20,30,low,0
TX00255,CUST1106,7999,failed,insufficient_funds,5,9,5,30,inactive,False,escalate,2026-08-03 07:37:20,15,low,0
TX00256,CUST1123,999,failed,upi_failure,4,9,3,2,not_applicable,True,retry,2026-08-31 07:37:20,45,medium,999
TX00257,CUST1015,799,success,,2,14,1,10,not_applicable,False,stop,2026-08-23 07:37:20,10,low,0
TX00258,CUST1036,1999,abandoned,checkout_abandoned,0,10,5,27,inactive,True,reminder,2026-08-06 07:37:20,15,low,0
TX00259,CUST1102,799,failed,authentication_failed,5,3,2,7,inactive,False,escalate,2026-08-26 07:37:20,20,low,0
TX00260,CUST1031,1299,success,,1,3,0,9,inactive,False,stop,2026-08-24 07:37:20,5,low,0
TX00261,CUST1157,2499,success,,1,10,4,23,inactive,False,stop,2026-08-10 07:37:20,0,low,0
TX00262,CUST1048,799,success,,2,15,2,15,active,False,stop,2026-08-18 07:37:20,0,low,0
TX00263,CUST1023,2499,success,,1,6,4,11,active,False,stop,2026-08-22 07:37:20,15,low,0
TX00264,CUST1012,1299,success,,2,9,4,0,active,False,stop,2026-09-02 07:37:20,5,low,0
TX00265,CUST1110,799,abandoned,checkout_abandoned,0,11,3,11,active,True,reminder,2026-08-22 07:37:20,30,low,0
TX00266,CUST1102,299,failed,network_error,3,9,0,12,not_applicable,True,retry,2026-08-21 07:37:20,50,medium,299
TX00267,CUST1115,4999,success,,1,4,0,12,inactive,False,stop,2026-08-21 07:37:20,15,low,0
TX00268,CUST1086,4999,abandoned,checkout_abandoned,0,4,1,19,not_applicable,True,reminder,2026-08-14 07:37:20,25,low,0
TX00269,CUST1102,4999,success,,1,4,5,10,inactive,False,stop,2026-08-23 07:37:20,10,low,0
TX00270,CUST1132,3499,success,,1,10,4,10,active,False,stop,2026-08-23 07:37:20,15,low,0
TX00271,CUST1100,7999,failed,bank_declined,5,10,4,26,not_applicable,False,escalate,2026-08-07 07:37:20,40,medium,7999
TX00272,CUST1136,3499,failed,bank_declined,4,0,1,10,not_applicable,False,escalate,2026-08-23 07:37:20,55,medium,3499
TX00273,CUST1028,2499,failed,upi_failure,1,15,2,30,not_applicable,True,retry,2026-08-03 07:37:20,60,medium,2499
TX00274,CUST1198,7999,failed,upi_failure,1,15,1,16,not_applicable,True,retry,2026-08-17 07:37:20,60,medium,7999
TX00275,CUST1184,7999,failed,insufficient_funds,2,7,0,18,not_applicable,False,escalate,2026-08-15 07:37:20,35,low,0
TX00276,CUST1028,999,success,,2,13,1,13,not_applicable,False,stop,2026-08-20 07:37:20,10,low,0
TX00277,CUST1052,2499,success,,2,1,2,4,not_applicable,False,stop,2026-08-29 07:37:20,15,low,0
TX00278,CUST1053,4999,success,,2,12,2,30,active,False,stop,2026-08-03 07:37:20,5,low,0
TX00279,CUST1117,4999,success,,2,8,4,15,active,False,stop,2026-08-18 07:37:20,0,low,0
TX00280,CUST1063,1299,failed,network_error,3,9,5,6,not_applicable,True,retry,2026-08-27 07:37:20,45,medium,1299
TX00281,CUST1180,3499,success,,2,8,2,3,not_applicable,False,stop,2026-08-30 07:37:20,20,low,0
TX00282,CUST1173,4999,success,,2,11,1,9,active,False,stop,2026-08-24 07:37:20,20,low,0
TX00283,CUST1073,499,success,,2,8,5,15,active,False,stop,2026-08-18 07:37:20,0,low,0
TX00284,CUST1051,4999,success,,2,4,0,19,not_applicable,False,stop,2026-08-14 07:37:20,0,low,0
TX00285,CUST1150,999,success,,1,7,0,3,inactive,False,stop,2026-08-30 07:37:20,10,low,0
TX00286,CUST1084,3499,success,,1,0,0,13,not_applicable,False,stop,2026-08-20 07:37:20,15,low,0
TX00287,CUST1121,3499,failed,bank_declined,3,9,5,1,active,False,escalate,2026-09-01 07:37:20,55,medium,3499
TX00288,CUST1166,7999,success,,1,5,3,28,active,False,stop,2026-08-05 07:37:20,0,low,0
TX00289,CUST1009,2499,failed,network_error,3,1,0,9,not_applicable,True,retry,2026-08-24 07:37:20,55,medium,2499
TX00290,CUST1154,499,abandoned,checkout_abandoned,0,10,2,14,not_applicable,True,reminder,2026-08-19 07:37:20,35,low,0
TX00291,CUST1139,4999,success,,1,14,2,6,active,False,stop,2026-08-27 07:37:20,20,low,0
TX00292,CUST1084,799,failed,upi_failure,3,5,0,23,inactive,True,retry,2026-08-10 07:37:20,35,low,0
TX00293,CUST1075,7999,failed,network_error,2,12,3,16,inactive,True,retry,2026-08-17 07:37:20,55,medium,7999
TX00294,CUST1022,2499,failed,network_error,2,15,2,29,active,True,retry,2026-08-04 07:37:20,60,medium,2499
TX00295,CUST1001,1299,success,,2,8,2,9,not_applicable,False,stop,2026-08-24 07:37:20,10,low,0
TX00296,CUST1185,7999,success,,2,7,0,21,active,False,stop,2026-08-12 07:37:20,5,low,0
TX00297,CUST1119,1299,success,,2,3,2,11,not_applicable,False,stop,2026-08-22 07:37:20,5,low,0
TX00298,CUST1056,999,abandoned,checkout_abandoned,0,15,1,14,not_applicable,True,reminder,2026-08-19 07:37:20,35,low,0
TX00299,CUST1155,1999,success,,2,6,1,21,not_applicable,False,stop,2026-08-12 07:37:20,0,low,0
TX00300,CUST1020,4999,success,,2,2,0,1,not_applicable,False,stop,2026-09-01 07:37:20,15,low,0
TX00301,CUST1129,999,failed,network_error,2,10,4,14,active,True,retry,2026-08-19 07:37:20,60,medium,999
TX00302,CUST1174,999,failed,insufficient_funds,1,14,0,14,active,False,escalate,2026-08-19 07:37:20,40,medium,999
TX00303,CUST1131,2499,success,,1,14,5,25,inactive,False,stop,2026-08-08 07:37:20,0,low,0
TX00304,CUST1185,299,success,,1,6,4,2,active,False,stop,2026-08-31 07:37:20,5,low,0
TX00305,CUST1108,1999,failed,authentication_failed,1,2,3,1,inactive,False,escalate,2026-09-01 07:37:20,30,low,0
TX00306,CUST1104,799,failed,upi_failure,4,11,3,14,inactive,True,retry,2026-08-19 07:37:20,45,medium,799
TX00307,CUST1096,499,failed,upi_failure,5,4,5,27,inactive,True,retry,2026-08-06 07:37:20,25,low,0
TX00308,CUST1030,799,abandoned,checkout_abandoned,0,12,4,4,not_applicable,True,reminder,2026-08-29 07:37:20,30,low,0
TX00309,CUST1057,299,failed,bank_declined,4,13,4,12,active,False,escalate,2026-08-21 07:37:20,45,medium,299
TX00310,CUST1063,3499,success,,2,6,5,24,active,False,stop,2026-08-09 07:37:20,0,low,0
TX00311,CUST1008,9999,success,,1,7,1,2,active,False,stop,2026-08-31 07:37:20,20,low,0
TX00312,CUST1152,299,success,,1,7,5,1,inactive,False,stop,2026-09-01 07:37:20,5,low,0
TX00313,CUST1112,999,success,,1,4,4,9,active,False,stop,2026-08-24 07:37:20,0,low,0
TX00314,CUST1187,7999,success,,2,7,2,28,active,False,stop,2026-08-05 07:37:20,5,low,0
TX00315,CUST1169,4999,success,,2,8,0,17,not_applicable,False,stop,2026-08-16 07:37:20,5,low,0
TX00316,CUST1188,799,failed,insufficient_funds,5,15,0,11,not_applicable,False,escalate,2026-08-22 07:37:20,25,low,0
TX00317,CUST1171,2499,failed,bank_declined,4,13,1,9,inactive,False,escalate,2026-08-24 07:37:20,60,medium,2499
TX00318,CUST1047,4999,success,,1,9,5,4,inactive,False,stop,2026-08-29 07:37:20,15,low,0
TX00319,CUST1014,4999,success,,2,4,3,7,inactive,False,stop,2026-08-26 07:37:20,10,low,0
TX00320,CUST1052,1999,failed,insufficient_funds,3,2,1,1,inactive,False,escalate,2026-09-01 07:37:20,20,low,0
TX00321,CUST1096,9999,failed,timeout,1,6,4,23,not_applicable,True,retry,2026-08-10 07:37:20,55,medium,9999
TX00322,CUST1143,999,success,,2,9,0,6,active,False,stop,2026-08-27 07:37:20,10,low,0
TX00323,CUST1189,499,failed,insufficient_funds,2,6,3,29,active,False,escalate,2026-08-04 07:37:20,20,low,0
TX00324,CUST1141,1999,failed,insufficient_funds,4,11,2,8,inactive,False,escalate,2026-08-25 07:37:20,25,low,0
TX00325,CUST1131,3499,success,,2,10,1,11,inactive,False,stop,2026-08-22 07:37:20,20,low,0
TX00326,CUST1105,299,failed,network_error,2,0,1,17,not_applicable,True,retry,2026-08-16 07:37:20,45,medium,299
TX00327,CUST1148,2499,success,,1,10,1,12,not_applicable,False,stop,2026-08-21 07:37:20,20,low,0
TX00328,CUST1062,3499,failed,upi_failure,3,8,3,30,not_applicable,True,retry,2026-08-03 07:37:20,40,medium,3499
TX00329,CUST1164,3499,success,,2,5,1,23,not_applicable,False,stop,2026-08-10 07:37:20,5,low,0
TX00330,CUST1125,799,abandoned,checkout_abandoned,0,1,2,1,active,True,reminder,2026-09-01 07:37:20,30,low,0
TX00331,CUST1171,299,failed,insufficient_funds,2,7,0,22,active,False,escalate,2026-08-11 07:37:20,25,low,0
TX00332,CUST1002,999,success,,2,1,2,20,not_applicable,False,stop,2026-08-13 07:37:20,0,low,0
TX00333,CUST1157,3499,failed,timeout,1,13,0,0,not_applicable,True,retry,2026-09-02 07:37:20,75,high,3499
TX00334,CUST1184,1299,success,,2,0,1,25,active,False,stop,2026-08-08 07:37:20,0,low,0
TX00335,CUST1027,499,success,,1,6,4,16,inactive,False,stop,2026-08-17 07:37:20,0,low,0
TX00336,CUST1090,1299,failed,timeout,3,12,3,18,active,True,retry,2026-08-15 07:37:20,30,low,0
TX00337,CUST1178,999,success,,1,1,0,12,inactive,False,stop,2026-08-21 07:37:20,5,low,0
TX00338,CUST1096,4999,success,,1,5,0,15,inactive,False,stop,2026-08-18 07:37:20,5,low,0
TX00339,CUST1165,1999,failed,timeout,5,1,0,6,not_applicable,True,retry,2026-08-27 07:37:20,45,medium,1999
TX00340,CUST1145,3499,success,,1,8,4,18,not_applicable,False,stop,2026-08-15 07:37:20,0,low,0
TX00341,CUST1008,799,abandoned,checkout_abandoned,0,10,0,30,active,True,reminder,2026-08-03 07:37:20,20,low,0
TX00342,CUST1150,799,failed,upi_failure,4,2,2,5,not_applicable,True,retry,2026-08-28 07:37:20,45,medium,799
TX00343,CUST1061,7999,failed,insufficient_funds,5,10,3,24,not_applicable,False,escalate,2026-08-09 07:37:20,15,low,0
TX00344,CUST1035,499,success,,2,1,0,13,active,False,stop,2026-08-20 07:37:20,5,low,0
TX00345,CUST1019,1999,failed,authentication_failed,5,12,2,0,not_applicable,False,escalate,2026-09-02 07:37:20,25,low,0
TX00346,CUST1069,3499,success,,2,12,3,5,not_applicable,False,stop,2026-08-28 07:37:20,15,low,0
TX00347,CUST1149,9999,success,,2,7,5,2,active,False,stop,2026-08-31 07:37:20,15,low,0
TX00348,CUST1068,799,success,,1,12,2,11,active,False,stop,2026-08-22 07:37:20,10,low,0
TX00349,CUST1023,299,abandoned,checkout_abandoned,0,14,2,24,inactive,True,reminder,2026-08-09 07:37:20,20,low,0
TX00350,CUST1026,799,success,,2,14,4,17,not_applicable,False,stop,2026-08-16 07:37:20,0,low,0
TX00351,CUST1104,499,success,,2,2,2,27,inactive,False,stop,2026-08-06 07:37:20,0,low,0
TX00352,CUST1003,1299,success,,1,7,4,16,active,False,stop,2026-08-17 07:37:20,0,low,0
TX00353,CUST1175,2499,success,,2,9,2,15,active,False,stop,2026-08-18 07:37:20,5,low,0
TX00354,CUST1016,799,success,,2,9,3,25,active,False,stop,2026-08-08 07:37:20,0,low,0
TX00355,CUST1092,1299,abandoned,checkout_abandoned,0,15,4,19,active,True,reminder,2026-08-14 07:37:20,15,low,0
TX00356,CUST1117,499,success,,1,12,2,26,not_applicable,False,stop,2026-08-07 07:37:20,0,low,0
TX00357,CUST1097,1999,success,,2,4,2,10,not_applicable,False,stop,2026-08-23 07:37:20,5,low,0
TX00358,CUST1177,999,success,,1,12,2,9,not_applicable,False,stop,2026-08-24 07:37:20,10,low,0
TX00359,CUST1177,9999,success,,1,10,3,8,inactive,False,stop,2026-08-25 07:37:20,15,low,0
TX00360,CUST1093,499,abandoned,checkout_abandoned,0,6,4,17,active,True,reminder,2026-08-16 07:37:20,15,low,0
TX00361,CUST1174,4999,success,,2,6,3,25,inactive,False,stop,2026-08-08 07:37:20,0,low,0
TX00362,CUST1177,499,failed,insufficient_funds,4,4,5,9,active,False,escalate,2026-08-24 07:37:20,15,low,0
TX00363,CUST1064,9999,success,,2,12,0,14,not_applicable,False,stop,2026-08-19 07:37:20,20,low,0
TX00364,CUST1122,7999,success,,2,1,1,22,not_applicable,False,stop,2026-08-11 07:37:20,0,low,0
TX00365,CUST1152,9999,abandoned,checkout_abandoned,0,3,1,21,not_applicable,True,reminder,2026-08-12 07:37:20,25,low,0
TX00366,CUST1090,799,failed,timeout,5,12,2,30,inactive,True,retry,2026-08-03 07:37:20,35,low,0
TX00367,CUST1027,299,success,,1,7,3,11,inactive,False,stop,2026-08-22 07:37:20,5,low,0
TX00368,CUST1118,9999,failed,authentication_failed,2,11,0,15,active,False,escalate,2026-08-18 07:37:20,35,low,0
TX00369,CUST1075,2499,abandoned,checkout_abandoned,0,2,0,26,not_applicable,True,reminder,2026-08-07 07:37:20,25,low,0
TX00370,CUST1036,1999,success,,2,6,4,15,inactive,False,stop,2026-08-18 07:37:20,0,low,0
TX00371,CUST1121,499,success,,2,10,0,9,active,False,stop,2026-08-24 07:37:20,10,low,0
TX00372,CUST1181,499,success,,2,3,1,29,not_applicable,False,stop,2026-08-04 07:37:20,0,low,0
TX00373,CUST1062,4999,success,,1,10,4,13,inactive,False,stop,2026-08-20 07:37:20,15,low,0
TX00374,CUST1059,2499,failed,network_error,4,12,0,23,not_applicable,True,retry,2026-08-10 07:37:20,45,medium,2499
TX00375,CUST1050,3499,failed,insufficient_funds,1,6,1,8,not_applicable,False,escalate,2026-08-25 07:37:20,50,medium,3499
TX00376,CUST1016,7999,success,,1,11,2,6,inactive,False,stop,2026-08-27 07:37:20,20,low,0
TX00377,CUST1029,1299,failed,insufficient_funds,5,10,4,12,not_applicable,False,escalate,2026-08-21 07:37:20,20,low,0
TX00378,CUST1100,7999,success,,2,14,4,5,not_applicable,False,stop,2026-08-28 07:37:20,15,low,0
TX00379,CUST1180,1299,abandoned,checkout_abandoned,0,2,1,10,active,True,reminder,2026-08-23 07:37:20,30,low,0
TX00380,CUST1061,1299,success,,2,4,4,12,inactive,False,stop,2026-08-21 07:37:20,0,low,0
TX00381,CUST1152,799,failed,insufficient_funds,2,15,5,17,not_applicable,False,escalate,2026-08-16 07:37:20,20,low,0
TX00382,CUST1165,799,failed,insufficient_funds,3,4,1,10,inactive,False,escalate,2026-08-23 07:37:20,20,low,0
TX00383,CUST1158,299,abandoned,checkout_abandoned,0,0,1,4,active,True,reminder,2026-08-29 07:37:20,30,low,0
TX00384,CUST1098,4999,success,,2,13,5,15,inactive,False,stop,2026-08-18 07:37:20,0,low,0
TX00385,CUST1181,3499,success,,1,0,0,9,active,False,stop,2026-08-24 07:37:20,15,low,0
TX00386,CUST1070,999,success,,1,14,4,23,inactive,False,stop,2026-08-10 07:37:20,0,low,0
TX00387,CUST1140,4999,success,,1,8,4,26,inactive,False,stop,2026-08-07 07:37:20,0,low,0
TX00388,CUST1138,299,failed,insufficient_funds,5,6,3,3,not_applicable,False,escalate,2026-08-30 07:37:20,20,low,0
TX00389,CUST1167,999,success,,1,14,2,11,active,False,stop,2026-08-22 07:37:20,10,low,0
TX00390,CUST1112,499,failed,network_error,2,11,5,19,not_applicable,True,retry,2026-08-14 07:37:20,45,medium,499
TX00391,CUST1109,799,failed,network_error,2,1,2,11,not_applicable,True,retry,2026-08-22 07:37:20,60,medium,799
TX00392,CUST1071,7999,success,,2,9,2,18,inactive,False,stop,2026-08-15 07:37:20,5,low,0
TX00393,CUST1131,9999,failed,network_error,4,1,1,27,not_applicable,True,retry,2026-08-06 07:37:20,40,medium,9999
TX00394,CUST1032,799,success,,2,7,5,12,inactive,False,stop,2026-08-21 07:37:20,5,low,0
TX00395,CUST1036,7999,failed,upi_failure,4,12,3,2,not_applicable,True,retry,2026-08-31 07:37:20,55,medium,7999
TX00396,CUST1196,499,success,,2,11,3,30,inactive,False,stop,2026-08-03 07:37:20,0,low,0
TX00397,CUST1083,7999,success,,1,14,5,21,not_applicable,False,stop,2026-08-12 07:37:20,0,low,0
TX00398,CUST1091,499,failed,insufficient_funds,2,13,1,15,inactive,False,escalate,2026-08-18 07:37:20,25,low,0
TX00399,CUST1082,1299,success,,1,15,2,28,not_applicable,False,stop,2026-08-05 07:37:20,0,low,0
TX00400,CUST1195,299,success,,2,0,0,29,active,False,stop,2026-08-04 07:37:20,0,low,0
TX00401,CUST1112,3499,success,,2,6,5,29,active,False,stop,2026-08-04 07:37:20,0,low,0
TX00402,CUST1166,1299,success,,2,2,2,8,active,False,stop,2026-08-25 07:37:20,5,low,0
TX00403,CUST1095,9999,abandoned,checkout_abandoned,0,5,0,12,not_applicable,True,reminder,2026-08-21 07:37:20,45,medium,9999
TX00404,CUST1078,999,success,,1,3,0,6,inactive,False,stop,2026-08-27 07:37:20,5,low,0
TX00405,CUST1019,799,failed,authentication_failed,4,0,0,22,inactive,False,escalate,2026-08-11 07:37:20,5,low,0
TX00406,CUST1030,2499,failed,insufficient_funds,1,7,3,2,not_applicable,False,escalate,2026-08-31 07:37:20,45,medium,2499
TX00407,CUST1026,499,success,,2,4,3,24,active,False,stop,2026-08-09 07:37:20,0,low,0
TX00408,CUST1164,9999,success,,1,5,3,11,not_applicable,False,stop,2026-08-22 07:37:20,15,low,0
TX00409,CUST1054,9999,failed,insufficient_funds,5,14,1,2,active,False,escalate,2026-08-31 07:37:20,35,low,0
TX00410,CUST1035,499,failed,insufficient_funds,3,13,2,25,active,False,escalate,2026-08-08 07:37:20,10,low,0
TX00411,CUST1063,1299,failed,network_error,5,9,5,0,not_applicable,True,retry,2026-09-02 07:37:20,45,medium,1299
TX00412,CUST1077,999,success,,1,12,2,20,active,False,stop,2026-08-13 07:37:20,0,low,0
TX00413,CUST1061,3499,success,,1,15,5,19,active,False,stop,2026-08-14 07:37:20,0,low,0
TX00414,CUST1135,299,abandoned,checkout_abandoned,0,10,1,12,not_applicable,True,reminder,2026-08-21 07:37:20,35,low,0
TX00415,CUST1107,1999,success,,1,15,0,0,not_applicable,False,stop,2026-09-02 07:37:20,10,low,0
TX00416,CUST1017,299,success,,1,1,1,16,inactive,False,stop,2026-08-17 07:37:20,0,low,0
TX00417,CUST1160,4999,failed,insufficient_funds,4,2,1,8,active,False,escalate,2026-08-25 07:37:20,30,low,0
TX00418,CUST1079,499,success,,1,4,4,10,inactive,False,stop,2026-08-23 07:37:20,0,low,0
TX00419,CUST1150,9999,failed,upi_failure,1,9,5,13,not_applicable,True,retry,2026-08-20 07:37:20,70,high,9999
TX00420,CUST1061,299,success,,2,3,3,19,not_applicable,False,stop,2026-08-14 07:37:20,0,low,0
TX00421,CUST1014,1299,failed,upi_failure,2,3,0,22,active,True,retry,2026-08-11 07:37:20,45,medium,1299
TX00422,CUST1179,299,success,,2,8,1,11,active,False,stop,2026-08-22 07:37:20,10,low,0
TX00423,CUST1191,1299,failed,timeout,1,10,3,8,not_applicable,True,retry,2026-08-25 07:37:20,60,medium,1299
TX00424,CUST1016,1299,failed,authentication_failed,1,15,3,16,inactive,False,escalate,2026-08-17 07:37:20,20,low,0
TX00425,CUST1014,3499,abandoned,checkout_abandoned,0,5,2,5,inactive,True,reminder,2026-08-28 07:37:20,45,medium,3499
TX00426,CUST1197,499,abandoned,checkout_abandoned,0,3,1,23,not_applicable,True,reminder,2026-08-10 07:37:20,15,low,0
TX00427,CUST1000,299,abandoned,checkout_abandoned,0,0,0,1,inactive,True,reminder,2026-09-01 07:37:20,30,low,0
TX00428,CUST1093,2499,abandoned,checkout_abandoned,0,5,0,17,not_applicable,True,reminder,2026-08-16 07:37:20,30,low,0
TX00429,CUST1189,9999,success,,2,7,3,29,not_applicable,False,stop,2026-08-04 07:37:20,0,low,0
TX00430,CUST1081,1299,failed,authentication_failed,3,3,4,21,active,False,escalate,2026-08-12 07:37:20,0,low,0
TX00431,CUST1045,999,failed,timeout,4,2,3,27,inactive,True,retry,2026-08-06 07:37:20,25,low,0
TX00432,CUST1198,1299,success,,2,0,1,6,inactive,False,stop,2026-08-27 07:37:20,5,low,0
TX00433,CUST1144,1299,failed,network_error,4,11,4,15,active,True,retry,2026-08-18 07:37:20,30,low,0
TX00434,CUST1187,4999,failed,network_error,2,0,1,0,active,True,retry,2026-09-02 07:37:20,70,high,4999
TX00435,CUST1138,1999,failed,upi_failure,1,10,0,24,not_applicable,True,retry,2026-08-09 07:37:20,50,medium,1999
TX00436,CUST1096,1299,success,,1,13,3,30,active,False,stop,2026-08-03 07:37:20,0,low,0
TX00437,CUST1036,1299,success,,1,13,5,28,inactive,False,stop,2026-08-05 07:37:20,0,low,0
TX00438,CUST1117,499,failed,authentication_failed,2,12,0,18,not_applicable,False,escalate,2026-08-15 07:37:20,25,low,0
TX00439,CUST1015,2499,failed,network_error,2,9,2,27,inactive,True,retry,2026-08-06 07:37:20,60,medium,2499
TX00440,CUST1100,1999,success,,2,7,0,30,active,False,stop,2026-08-03 07:37:20,0,low,0
TX00441,CUST1034,7999,success,,1,5,3,14,inactive,False,stop,2026-08-19 07:37:20,15,low,0
TX00442,CUST1104,499,success,,1,14,2,14,inactive,False,stop,2026-08-19 07:37:20,10,low,0
TX00443,CUST1030,499,success,,2,1,0,26,inactive,False,stop,2026-08-07 07:37:20,0,low,0
TX00444,CUST1037,499,failed,bank_declined,4,1,2,9,inactive,False,escalate,2026-08-24 07:37:20,45,medium,499
TX00445,CUST1044,299,abandoned,checkout_abandoned,0,14,4,23,not_applicable,True,reminder,2026-08-10 07:37:20,15,low,0
TX00446,CUST1063,499,success,,1,3,0,1,active,False,stop,2026-09-01 07:37:20,5,low,0
TX00447,CUST1033,999,failed,bank_declined,1,8,0,0,active,True,retry,2026-09-02 07:37:20,65,medium,999
TX00448,CUST1050,9999,success,,1,2,2,3,active,False,stop,2026-08-30 07:37:20,15,low,0
TX00449,CUST1118,299,success,,2,12,3,0,inactive,False,stop,2026-09-02 07:37:20,5,low,0
TX00450,CUST1174,2499,success,,1,5,2,8,inactive,False,stop,2026-08-25 07:37:20,20,low,0
TX00451,CUST1038,299,failed,authentication_failed,2,9,3,13,not_applicable,False,escalate,2026-08-20 07:37:20,35,low,0
TX00452,CUST1122,299,success,,2,4,3,6,not_applicable,False,stop,2026-08-27 07:37:20,0,low,0
TX00453,CUST1134,999,failed,authentication_failed,1,12,5,11,inactive,False,escalate,2026-08-22 07:37:20,35,low,0
TX00454,CUST1139,3499,success,,2,12,2,5,active,False,stop,2026-08-28 07:37:20,20,low,0
TX00455,CUST1081,7999,success,,2,1,1,16,inactive,False,stop,2026-08-17 07:37:20,0,low,0
TX00456,CUST1196,7999,abandoned,checkout_abandoned,0,5,0,7,not_applicable,True,reminder,2026-08-26 07:37:20,45,medium,7999
TX00457,CUST1061,1299,success,,1,7,4,27,inactive,False,stop,2026-08-06 07:37:20,0,low,0
TX00458,CUST1090,799,success,,2,11,4,0,not_applicable,False,stop,2026-09-02 07:37:20,5,low,0
TX00459,CUST1179,1999,abandoned,checkout_abandoned,0,4,4,30,active,True,reminder,2026-08-03 07:37:20,10,low,0
TX00460,CUST1126,4999,success,,2,1,0,1,active,False,stop,2026-09-01 07:37:20,15,low,0
TX00461,CUST1154,999,success,,2,0,1,29,not_applicable,False,stop,2026-08-04 07:37:20,0,low,0
TX00462,CUST1051,799,success,,1,10,0,0,active,False,stop,2026-09-02 07:37:20,10,low,0
TX00463,CUST1150,799,failed,authentication_failed,3,2,2,22,not_applicable,False,escalate,2026-08-11 07:37:20,5,low,0
TX00464,CUST1101,7999,success,,2,10,1,5,not_applicable,False,stop,2026-08-28 07:37:20,20,low,0
TX00465,CUST1111,9999,abandoned,checkout_abandoned,0,10,1,22,not_applicable,True,reminder,2026-08-11 07:37:20,30,low,0
TX00466,CUST1177,7999,failed,network_error,5,5,3,9,not_applicable,True,retry,2026-08-24 07:37:20,55,medium,7999
TX00467,CUST1176,1299,success,,1,12,4,1,active,False,stop,2026-09-01 07:37:20,5,low,0
TX00468,CUST1154,1999,abandoned,checkout_abandoned,0,7,5,18,active,True,reminder,2026-08-15 07:37:20,15,low,0
TX00469,CUST1127,799,success,,1,7,2,10,active,False,stop,2026-08-23 07:37:20,10,low,0
TX00470,CUST1162,499,failed,upi_failure,3,14,0,8,active,True,retry,2026-08-25 07:37:20,50,medium,499
TX00471,CUST1063,499,success,,1,0,0,12,inactive,False,stop,2026-08-21 07:37:20,5,low,0
TX00472,CUST1187,2499,abandoned,checkout_abandoned,0,13,3,28,inactive,True,reminder,2026-08-05 07:37:20,25,low,0
TX00473,CUST1089,4999,success,,2,7,1,14,active,False,stop,2026-08-19 07:37:20,20,low,0
TX00474,CUST1008,1299,success,,2,3,0,10,active,False,stop,2026-08-23 07:37:20,5,low,0
TX00475,CUST1096,799,failed,authentication_failed,1,10,4,19,inactive,False,escalate,2026-08-14 07:37:20,20,low,0
TX00476,CUST1180,299,success,,1,13,1,1,active,False,stop,2026-09-01 07:37:20,10,low,0
TX00477,CUST1084,999,abandoned,checkout_abandoned,0,13,5,17,not_applicable,True,reminder,2026-08-16 07:37:20,15,low,0
TX00478,CUST1186,4999,success,,2,9,1,3,active,False,stop,2026-08-30 07:37:20,20,low,0
TX00479,CUST1100,7999,success,,2,4,0,11,active,False,stop,2026-08-22 07:37:20,15,low,0
TX00480,CUST1109,499,success,,2,6,0,0,active,False,stop,2026-09-02 07:37:20,10,low,0
TX00481,CUST1043,9999,success,,1,15,0,9,inactive,False,stop,2026-08-24 07:37:20,20,low,0
TX00482,CUST1120,3499,abandoned,checkout_abandoned,0,8,0,20,not_applicable,True,reminder,2026-08-13 07:37:20,30,low,0
TX00483,CUST1099,799,success,,2,11,1,14,active,False,stop,2026-08-19 07:37:20,10,low,0
TX00484,CUST1067,3499,success,,1,8,4,1,active,False,stop,2026-09-01 07:37:20,15,low,0
TX00485,CUST1192,9999,success,,2,13,4,7,not_applicable,False,stop,2026-08-26 07:37:20,15,low,0
TX00486,CUST1015,2499,failed,insufficient_funds,5,15,4,28,active,False,escalate,2026-08-05 07:37:20,15,low,0
TX00487,CUST1121,1299,success,,1,4,0,30,inactive,False,stop,2026-08-03 07:37:20,0,low,0
TX00488,CUST1044,799,abandoned,checkout_abandoned,0,6,1,1,inactive,True,reminder,2026-09-01 07:37:20,35,low,0
TX00489,CUST1020,9999,success,,1,8,2,29,not_applicable,False,stop,2026-08-04 07:37:20,5,low,0
