transaction_id,customer_id,amount,payment_status,failure_reason,attempt_count,customer_previous_payments,customer_previous_failures,days_since_event,subscription_status,recovery_eligible,recommended_action,transaction_date,risk_score,risk_level,detected_revenue_at_risk,agent_diagnosis,agent_action,agent_confidence,agent_reason
TX00164,CUST1134,499,failed,insufficient_funds,4,11,4,18,active,False,escalate,2026-08-15 07:37:20,5,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00165,CUST1115,4999,success,,1,9,3,20,active,False,stop,2026-08-13 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00166,CUST1015,3499,failed,insufficient_funds,1,15,5,29,inactive,False,escalate,2026-08-04 07:37:20,30,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00167,CUST1018,499,success,,1,2,1,8,not_applicable,False,stop,2026-08-25 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00168,CUST1162,7999,success,,2,12,4,16,inactive,False,stop,2026-08-17 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00169,CUST1116,4999,failed,timeout,1,6,3,14,active,True,retry,2026-08-19 07:37:20,70,high,4999,Low recovery probability,stop,0.76,Available evidence does not justify another recovery attempt.
TX00170,CUST1105,1999,failed,insufficient_funds,4,3,2,13,inactive,False,escalate,2026-08-20 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00171,CUST1170,1299,success,,1,15,0,2,active,False,stop,2026-08-31 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00172,CUST1023,2499,success,,2,4,4,1,not_applicable,False,stop,2026-09-01 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00173,CUST1143,4999,success,,1,13,2,27,not_applicable,False,stop,2026-08-06 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00174,CUST1192,2499,abandoned,checkout_abandoned,0,1,1,19,inactive,True,reminder,2026-08-14 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00175,CUST1090,499,failed,network_error,2,15,1,27,active,True,retry,2026-08-06 07:37:20,50,medium,499,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00176,CUST1089,4999,success,,2,7,3,27,not_applicable,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00177,CUST1196,7999,failed,upi_failure,5,0,1,0,active,True,retry,2026-09-02 07:37:20,55,medium,7999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00178,CUST1069,1299,abandoned,checkout_abandoned,0,11,0,5,active,True,reminder,2026-08-28 07:37:20,35,low,0,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00179,CUST1144,9999,success,,1,0,0,23,not_applicable,False,stop,2026-08-10 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00180,CUST1055,2499,success,,2,5,2,9,not_applicable,False,stop,2026-08-24 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00181,CUST1083,7999,failed,timeout,2,5,4,1,not_applicable,True,retry,2026-09-01 07:37:20,70,high,7999,Temporary payment failure,retry,0.92,Failure appears temporary and the customer has not exceeded the retry limit.
TX00182,CUST1020,1299,success,,2,15,4,14,inactive,False,stop,2026-08-19 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00183,CUST1069,999,failed,timeout,3,13,0,9,not_applicable,True,retry,2026-08-24 07:37:20,50,medium,999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00184,CUST1173,7999,success,,2,1,0,12,not_applicable,False,stop,2026-08-21 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00185,CUST1014,299,success,,1,4,2,9,inactive,False,stop,2026-08-24 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00186,CUST1030,299,success,,2,5,1,12,not_applicable,False,stop,2026-08-21 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00187,CUST1180,999,success,,2,2,3,27,not_applicable,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00188,CUST1010,2499,success,,1,10,4,13,not_applicable,False,stop,2026-08-20 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00189,CUST1103,9999,success,,1,12,0,30,inactive,False,stop,2026-08-03 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00190,CUST1043,7999,success,,2,2,3,27,active,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00191,CUST1062,2499,failed,authentication_failed,1,12,2,23,inactive,False,escalate,2026-08-10 07:37:20,35,low,0,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00192,CUST1056,1999,failed,timeout,5,3,4,16,active,True,retry,2026-08-17 07:37:20,25,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00193,CUST1198,1999,success,,1,7,0,4,inactive,False,stop,2026-08-29 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00194,CUST1050,799,failed,upi_failure,1,5,5,15,inactive,True,retry,2026-08-18 07:37:20,45,medium,799,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00195,CUST1193,7999,failed,insufficient_funds,5,10,5,10,active,False,escalate,2026-08-23 07:37:20,30,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00196,CUST1112,499,success,,2,8,4,1,inactive,False,stop,2026-09-01 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00197,CUST1129,499,success,,2,1,0,11,inactive,False,stop,2026-08-22 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00198,CUST1019,9999,abandoned,checkout_abandoned,0,2,3,14,not_applicable,True,reminder,2026-08-19 07:37:20,35,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00199,CUST1141,299,success,,1,10,4,15,not_applicable,False,stop,2026-08-18 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00200,CUST1038,299,success,,2,2,1,1,active,False,stop,2026-09-01 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00201,CUST1181,3499,abandoned,checkout_abandoned,0,5,2,11,inactive,True,reminder,2026-08-22 07:37:20,45,medium,3499,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00202,CUST1099,2499,failed,upi_failure,5,1,2,20,inactive,True,retry,2026-08-13 07:37:20,40,medium,2499,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00203,CUST1016,1999,success,,2,9,2,23,not_applicable,False,stop,2026-08-10 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00204,CUST1154,799,success,,1,11,2,30,not_applicable,False,stop,2026-08-03 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00205,CUST1178,9999,success,,1,9,4,12,not_applicable,False,stop,2026-08-21 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00206,CUST1084,799,failed,upi_failure,5,2,3,16,inactive,True,retry,2026-08-17 07:37:20,25,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00207,CUST1004,1999,success,,1,10,3,6,active,False,stop,2026-08-27 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00208,CUST1035,799,success,,1,1,2,10,not_applicable,False,stop,2026-08-23 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00209,CUST1033,7999,success,,1,5,5,24,not_applicable,False,stop,2026-08-09 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00210,CUST1042,3499,success,,2,7,3,19,inactive,False,stop,2026-08-14 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00211,CUST1192,3499,success,,1,9,3,28,active,False,stop,2026-08-05 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00212,CUST1094,9999,abandoned,checkout_abandoned,0,14,3,24,inactive,True,reminder,2026-08-09 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00213,CUST1199,2499,success,,2,5,1,25,not_applicable,False,stop,2026-08-08 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00214,CUST1035,1299,success,,2,11,4,29,active,False,stop,2026-08-04 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00215,CUST1182,4999,abandoned,checkout_abandoned,0,9,0,24,active,True,reminder,2026-08-09 07:37:20,30,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00216,CUST1069,3499,abandoned,checkout_abandoned,0,4,3,2,active,True,reminder,2026-08-31 07:37:20,35,low,0,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00217,CUST1115,1999,abandoned,checkout_abandoned,0,13,0,12,not_applicable,True,reminder,2026-08-21 07:37:20,35,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00218,CUST1095,999,success,,1,11,1,0,inactive,False,stop,2026-09-02 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00219,CUST1025,9999,success,,1,4,0,9,inactive,False,stop,2026-08-24 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00220,CUST1178,799,failed,insufficient_funds,4,0,0,0,inactive,False,escalate,2026-09-02 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00221,CUST1055,799,success,,2,3,2,7,inactive,False,stop,2026-08-26 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00222,CUST1031,299,success,,2,2,0,26,inactive,False,stop,2026-08-07 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00223,CUST1152,4999,success,,1,4,2,13,active,False,stop,2026-08-20 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00224,CUST1157,1999,success,,2,5,5,21,active,False,stop,2026-08-12 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00225,CUST1134,1999,success,,1,12,3,1,not_applicable,False,stop,2026-09-01 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00226,CUST1099,1999,success,,1,11,0,11,active,False,stop,2026-08-22 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00227,CUST1187,9999,failed,authentication_failed,3,4,0,11,not_applicable,False,escalate,2026-08-22 07:37:20,30,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00228,CUST1086,9999,success,,2,15,5,5,active,False,stop,2026-08-28 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00229,CUST1016,3499,success,,1,1,0,28,active,False,stop,2026-08-05 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00230,CUST1080,1299,success,,2,8,0,24,not_applicable,False,stop,2026-08-09 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00231,CUST1048,1299,success,,1,10,2,3,inactive,False,stop,2026-08-30 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00232,CUST1111,2499,failed,insufficient_funds,3,5,3,22,inactive,False,escalate,2026-08-11 07:37:20,15,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00233,CUST1094,4999,success,,1,13,0,13,not_applicable,False,stop,2026-08-20 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00234,CUST1046,4999,success,,1,2,2,21,inactive,False,stop,2026-08-12 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00235,CUST1078,3499,failed,insufficient_funds,2,14,2,14,active,False,escalate,2026-08-19 07:37:20,50,medium,3499,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00236,CUST1186,1999,failed,insufficient_funds,3,1,0,21,not_applicable,False,escalate,2026-08-12 07:37:20,5,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00237,CUST1103,1999,success,,1,0,0,27,not_applicable,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00238,CUST1173,3499,success,,1,7,5,11,inactive,False,stop,2026-08-22 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00239,CUST1098,7999,success,,1,14,2,11,inactive,False,stop,2026-08-22 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00240,CUST1195,499,failed,authentication_failed,3,12,2,20,inactive,False,escalate,2026-08-13 07:37:20,10,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00241,CUST1063,499,success,,1,15,4,12,not_applicable,False,stop,2026-08-21 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00242,CUST1030,1299,failed,upi_failure,4,6,4,9,not_applicable,True,retry,2026-08-24 07:37:20,45,medium,1299,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00243,CUST1125,999,success,,1,14,1,28,not_applicable,False,stop,2026-08-05 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00244,CUST1113,499,failed,bank_declined,3,2,2,28,inactive,False,escalate,2026-08-05 07:37:20,30,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00245,CUST1040,9999,success,,2,7,0,6,active,False,stop,2026-08-27 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00246,CUST1060,3499,success,,2,14,4,4,not_applicable,False,stop,2026-08-29 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00247,CUST1022,499,success,,2,13,3,26,not_applicable,False,stop,2026-08-07 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00248,CUST1018,799,abandoned,checkout_abandoned,0,2,3,14,not_applicable,True,reminder,2026-08-19 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00249,CUST1132,1999,success,,1,4,3,16,active,False,stop,2026-08-17 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00250,CUST1031,4999,success,,1,5,2,29,not_applicable,False,stop,2026-08-04 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00251,CUST1057,1999,abandoned,checkout_abandoned,0,9,0,8,active,True,reminder,2026-08-25 07:37:20,35,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00252,CUST1162,4999,success,,2,2,1,18,not_applicable,False,stop,2026-08-15 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00253,CUST1039,799,failed,upi_failure,5,10,4,1,active,True,retry,2026-09-01 07:37:20,45,medium,799,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00254,CUST1020,299,abandoned,checkout_abandoned,0,8,5,6,not_applicable,True,reminder,2026-08-27 07:37:20,30,low,0,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00255,CUST1106,7999,failed,insufficient_funds,5,9,5,30,inactive,False,escalate,2026-08-03 07:37:20,15,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00256,CUST1123,999,failed,upi_failure,4,9,3,2,not_applicable,True,retry,2026-08-31 07:37:20,45,medium,999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00257,CUST1015,799,success,,2,14,1,10,not_applicable,False,stop,2026-08-23 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00258,CUST1036,1999,abandoned,checkout_abandoned,0,10,5,27,inactive,True,reminder,2026-08-06 07:37:20,15,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00259,CUST1102,799,failed,authentication_failed,5,3,2,7,inactive,False,escalate,2026-08-26 07:37:20,20,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00260,CUST1031,1299,success,,1,3,0,9,inactive,False,stop,2026-08-24 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00261,CUST1157,2499,success,,1,10,4,23,inactive,False,stop,2026-08-10 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00262,CUST1048,799,success,,2,15,2,15,active,False,stop,2026-08-18 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00263,CUST1023,2499,success,,1,6,4,11,active,False,stop,2026-08-22 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00264,CUST1012,1299,success,,2,9,4,0,active,False,stop,2026-09-02 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00265,CUST1110,799,abandoned,checkout_abandoned,0,11,3,11,active,True,reminder,2026-08-22 07:37:20,30,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00266,CUST1102,299,failed,network_error,3,9,0,12,not_applicable,True,retry,2026-08-21 07:37:20,50,medium,299,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00267,CUST1115,4999,success,,1,4,0,12,inactive,False,stop,2026-08-21 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00268,CUST1086,4999,abandoned,checkout_abandoned,0,4,1,19,not_applicable,True,reminder,2026-08-14 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00269,CUST1102,4999,success,,1,4,5,10,inactive,False,stop,2026-08-23 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00270,CUST1132,3499,success,,1,10,4,10,active,False,stop,2026-08-23 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00271,CUST1100,7999,failed,bank_declined,5,10,4,26,not_applicable,False,escalate,2026-08-07 07:37:20,40,medium,7999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00272,CUST1136,3499,failed,bank_declined,4,0,1,10,not_applicable,False,escalate,2026-08-23 07:37:20,55,medium,3499,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00273,CUST1028,2499,failed,upi_failure,1,15,2,30,not_applicable,True,retry,2026-08-03 07:37:20,60,medium,2499,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00274,CUST1198,7999,failed,upi_failure,1,15,1,16,not_applicable,True,retry,2026-08-17 07:37:20,60,medium,7999,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00275,CUST1184,7999,failed,insufficient_funds,2,7,0,18,not_applicable,False,escalate,2026-08-15 07:37:20,35,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00276,CUST1028,999,success,,2,13,1,13,not_applicable,False,stop,2026-08-20 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00277,CUST1052,2499,success,,2,1,2,4,not_applicable,False,stop,2026-08-29 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00278,CUST1053,4999,success,,2,12,2,30,active,False,stop,2026-08-03 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00279,CUST1117,4999,success,,2,8,4,15,active,False,stop,2026-08-18 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00280,CUST1063,1299,failed,network_error,3,9,5,6,not_applicable,True,retry,2026-08-27 07:37:20,45,medium,1299,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00281,CUST1180,3499,success,,2,8,2,3,not_applicable,False,stop,2026-08-30 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00282,CUST1173,4999,success,,2,11,1,9,active,False,stop,2026-08-24 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00283,CUST1073,499,success,,2,8,5,15,active,False,stop,2026-08-18 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00284,CUST1051,4999,success,,2,4,0,19,not_applicable,False,stop,2026-08-14 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00285,CUST1150,999,success,,1,7,0,3,inactive,False,stop,2026-08-30 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00286,CUST1084,3499,success,,1,0,0,13,not_applicable,False,stop,2026-08-20 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00287,CUST1121,3499,failed,bank_declined,3,9,5,1,active,False,escalate,2026-09-01 07:37:20,55,medium,3499,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00288,CUST1166,7999,success,,1,5,3,28,active,False,stop,2026-08-05 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00289,CUST1009,2499,failed,network_error,3,1,0,9,not_applicable,True,retry,2026-08-24 07:37:20,55,medium,2499,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00290,CUST1154,499,abandoned,checkout_abandoned,0,10,2,14,not_applicable,True,reminder,2026-08-19 07:37:20,35,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00291,CUST1139,4999,success,,1,14,2,6,active,False,stop,2026-08-27 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00292,CUST1084,799,failed,upi_failure,3,5,0,23,inactive,True,retry,2026-08-10 07:37:20,35,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00293,CUST1075,7999,failed,network_error,2,12,3,16,inactive,True,retry,2026-08-17 07:37:20,55,medium,7999,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00294,CUST1022,2499,failed,network_error,2,15,2,29,active,True,retry,2026-08-04 07:37:20,60,medium,2499,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00295,CUST1001,1299,success,,2,8,2,9,not_applicable,False,stop,2026-08-24 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00296,CUST1185,7999,success,,2,7,0,21,active,False,stop,2026-08-12 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00297,CUST1119,1299,success,,2,3,2,11,not_applicable,False,stop,2026-08-22 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00298,CUST1056,999,abandoned,checkout_abandoned,0,15,1,14,not_applicable,True,reminder,2026-08-19 07:37:20,35,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00299,CUST1155,1999,success,,2,6,1,21,not_applicable,False,stop,2026-08-12 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00300,CUST1020,4999,success,,2,2,0,1,not_applicable,False,stop,2026-09-01 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00301,CUST1129,999,failed,network_error,2,10,4,14,active,True,retry,2026-08-19 07:37:20,60,medium,999,Low recovery probability,stop,0.76,Available evidence does not justify another recovery attempt.
TX00302,CUST1174,999,failed,insufficient_funds,1,14,0,14,active,False,escalate,2026-08-19 07:37:20,40,medium,999,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00303,CUST1131,2499,success,,1,14,5,25,inactive,False,stop,2026-08-08 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00304,CUST1185,299,success,,1,6,4,2,active,False,stop,2026-08-31 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00305,CUST1108,1999,failed,authentication_failed,1,2,3,1,inactive,False,escalate,2026-09-01 07:37:20,30,low,0,Low recovery probability,stop,0.76,Available evidence does not justify another recovery attempt.
TX00306,CUST1104,799,failed,upi_failure,4,11,3,14,inactive,True,retry,2026-08-19 07:37:20,45,medium,799,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00307,CUST1096,499,failed,upi_failure,5,4,5,27,inactive,True,retry,2026-08-06 07:37:20,25,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00308,CUST1030,799,abandoned,checkout_abandoned,0,12,4,4,not_applicable,True,reminder,2026-08-29 07:37:20,30,low,0,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00309,CUST1057,299,failed,bank_declined,4,13,4,12,active,False,escalate,2026-08-21 07:37:20,45,medium,299,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00310,CUST1063,3499,success,,2,6,5,24,active,False,stop,2026-08-09 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00311,CUST1008,9999,success,,1,7,1,2,active,False,stop,2026-08-31 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00312,CUST1152,299,success,,1,7,5,1,inactive,False,stop,2026-09-01 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00313,CUST1112,999,success,,1,4,4,9,active,False,stop,2026-08-24 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00314,CUST1187,7999,success,,2,7,2,28,active,False,stop,2026-08-05 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00315,CUST1169,4999,success,,2,8,0,17,not_applicable,False,stop,2026-08-16 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00316,CUST1188,799,failed,insufficient_funds,5,15,0,11,not_applicable,False,escalate,2026-08-22 07:37:20,25,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00317,CUST1171,2499,failed,bank_declined,4,13,1,9,inactive,False,escalate,2026-08-24 07:37:20,60,medium,2499,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00318,CUST1047,4999,success,,1,9,5,4,inactive,False,stop,2026-08-29 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00319,CUST1014,4999,success,,2,4,3,7,inactive,False,stop,2026-08-26 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00320,CUST1052,1999,failed,insufficient_funds,3,2,1,1,inactive,False,escalate,2026-09-01 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00321,CUST1096,9999,failed,timeout,1,6,4,23,not_applicable,True,retry,2026-08-10 07:37:20,55,medium,9999,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00322,CUST1143,999,success,,2,9,0,6,active,False,stop,2026-08-27 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00323,CUST1189,499,failed,insufficient_funds,2,6,3,29,active,False,escalate,2026-08-04 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00324,CUST1141,1999,failed,insufficient_funds,4,11,2,8,inactive,False,escalate,2026-08-25 07:37:20,25,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00325,CUST1131,3499,success,,2,10,1,11,inactive,False,stop,2026-08-22 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00326,CUST1105,299,failed,network_error,2,0,1,17,not_applicable,True,retry,2026-08-16 07:37:20,45,medium,299,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00327,CUST1148,2499,success,,1,10,1,12,not_applicable,False,stop,2026-08-21 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00328,CUST1062,3499,failed,upi_failure,3,8,3,30,not_applicable,True,retry,2026-08-03 07:37:20,40,medium,3499,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
