transaction_id,customer_id,amount,payment_status,agent_action,execution_status,recovery_status,recovered_amount,policy_reason,execution_message,executed_at
TX00173,CUST1143,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00174,CUST1192,2499.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00175,CUST1090,499.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00176,CUST1089,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00177,CUST1196,7999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00178,CUST1069,1299.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00179,CUST1144,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00180,CUST1055,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00181,CUST1083,7999.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00182,CUST1020,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00183,CUST1069,999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00184,CUST1173,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00185,CUST1014,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00186,CUST1030,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00187,CUST1180,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00188,CUST1010,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00189,CUST1103,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00190,CUST1043,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00191,CUST1062,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00192,CUST1056,1999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00193,CUST1198,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00194,CUST1050,799.0,failed,retry,BLOCKED,not_attempted,0.0,Transaction is outside the 7-day recovery window.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00195,CUST1193,7999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00196,CUST1112,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00197,CUST1129,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00198,CUST1019,9999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00199,CUST1141,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00200,CUST1038,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00201,CUST1181,3499.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00202,CUST1099,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00203,CUST1016,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00204,CUST1154,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00205,CUST1178,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00206,CUST1084,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00207,CUST1004,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00208,CUST1035,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00209,CUST1033,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00210,CUST1042,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00211,CUST1192,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00212,CUST1094,9999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00213,CUST1199,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00214,CUST1035,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00215,CUST1182,4999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00216,CUST1069,3499.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00217,CUST1115,1999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00218,CUST1095,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00219,CUST1025,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00220,CUST1178,799.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00221,CUST1055,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00222,CUST1031,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00223,CUST1152,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00224,CUST1157,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00225,CUST1134,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00226,CUST1099,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00227,CUST1187,9999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00228,CUST1086,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00229,CUST1016,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00230,CUST1080,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00231,CUST1048,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00232,CUST1111,2499.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00233,CUST1094,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00234,CUST1046,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00235,CUST1078,3499.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00236,CUST1186,1999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00237,CUST1103,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00238,CUST1173,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00239,CUST1098,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00240,CUST1195,499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00241,CUST1063,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00242,CUST1030,1299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00243,CUST1125,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00244,CUST1113,499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00245,CUST1040,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00246,CUST1060,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00247,CUST1022,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00248,CUST1018,799.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00249,CUST1132,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00250,CUST1031,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00251,CUST1057,1999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00252,CUST1162,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00253,CUST1039,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00254,CUST1020,299.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00255,CUST1106,7999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00256,CUST1123,999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00257,CUST1015,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00258,CUST1036,1999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00259,CUST1102,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00260,CUST1031,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00261,CUST1157,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00262,CUST1048,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00263,CUST1023,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00264,CUST1012,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00265,CUST1110,799.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00266,CUST1102,299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00267,CUST1115,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00268,CUST1086,4999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00269,CUST1102,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00270,CUST1132,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00271,CUST1100,7999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00272,CUST1136,3499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00273,CUST1028,2499.0,failed,retry,BLOCKED,not_attempted,0.0,Transaction is outside the 7-day recovery window.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00274,CUST1198,7999.0,failed,retry,BLOCKED,not_attempted,0.0,Transaction is outside the 7-day recovery window.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00275,CUST1184,7999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00276,CUST1028,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00277,CUST1052,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00278,CUST1053,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00279,CUST1117,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00280,CUST1063,1299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00281,CUST1180,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00282,CUST1173,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00283,CUST1073,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00284,CUST1051,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00285,CUST1150,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00286,CUST1084,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00287,CUST1121,3499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00288,CUST1166,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00289,CUST1009,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00290,CUST1154,499.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00291,CUST1139,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00292,CUST1084,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00293,CUST1075,7999.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00294,CUST1022,2499.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00295,CUST1001,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00296,CUST1185,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00297,CUST1119,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00298,CUST1056,999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00299,CUST1155,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00300,CUST1020,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00301,CUST1129,999.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00302,CUST1174,999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00303,CUST1131,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00304,CUST1185,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00305,CUST1108,1999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00306,CUST1104,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00307,CUST1096,499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00308,CUST1030,799.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00309,CUST1057,299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00310,CUST1063,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00311,CUST1008,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00312,CUST1152,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00313,CUST1112,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00314,CUST1187,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00315,CUST1169,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00316,CUST1188,799.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00317,CUST1171,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00318,CUST1047,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00319,CUST1014,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00320,CUST1052,1999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00321,CUST1096,9999.0,failed,retry,BLOCKED,not_attempted,0.0,Transaction is outside the 7-day recovery window.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00322,CUST1143,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00323,CUST1189,499.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00324,CUST1141,1999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00325,CUST1131,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00326,CUST1105,299.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00327,CUST1148,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00328,CUST1062,3499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00329,CUST1164,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00330,CUST1125,799.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00331,CUST1171,299.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00332,CUST1002,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00333,CUST1157,3499.0,failed,retry,SIMULATED,RECOVERED,3499.0,Transaction passed all recovery policy checks.,Payment retry succeeded in Test Mode simulation.,2026-09-04 23:17:30
TX00334,CUST1184,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00335,CUST1027,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00336,CUST1090,1299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00337,CUST1178,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00338,CUST1096,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00339,CUST1165,1999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00340,CUST1145,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00341,CUST1008,799.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00342,CUST1150,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00343,CUST1061,7999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00344,CUST1035,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00345,CUST1019,1999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00346,CUST1069,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
