transaction_id,customer_id,amount,payment_status,failure_reason,risk_score,risk_level,agent_diagnosis,agent_action,agent_confidence,agent_reason,policy_decision,policy_reason,execution_status,recovery_status,recovered_amount,execution_message,executed_at
TX00336,CUST1090,1299.0,failed,timeout,30,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00337,CUST1178,999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00338,CUST1096,4999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00339,CUST1165,1999.0,failed,timeout,45,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00340,CUST1145,3499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00341,CUST1008,799.0,abandoned,checkout_abandoned,20,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00342,CUST1150,799.0,failed,upi_failure,45,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00343,CUST1061,7999.0,failed,insufficient_funds,15,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00344,CUST1035,499.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00345,CUST1019,1999.0,failed,authentication_failed,25,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00346,CUST1069,3499.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00347,CUST1149,9999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00348,CUST1068,799.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00349,CUST1023,299.0,abandoned,checkout_abandoned,20,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00350,CUST1026,799.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00351,CUST1104,499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00352,CUST1003,1299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00353,CUST1175,2499.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00354,CUST1016,799.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00355,CUST1092,1299.0,abandoned,checkout_abandoned,15,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00356,CUST1117,499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00357,CUST1097,1999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00358,CUST1177,999.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00359,CUST1177,9999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00360,CUST1093,499.0,abandoned,checkout_abandoned,15,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00361,CUST1174,4999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00362,CUST1177,499.0,failed,insufficient_funds,15,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00363,CUST1064,9999.0,success,unknown,20,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00364,CUST1122,7999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00365,CUST1152,9999.0,abandoned,checkout_abandoned,25,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00366,CUST1090,799.0,failed,timeout,35,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00367,CUST1027,299.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00368,CUST1118,9999.0,failed,authentication_failed,35,low,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00369,CUST1075,2499.0,abandoned,checkout_abandoned,25,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00370,CUST1036,1999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00371,CUST1121,499.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00372,CUST1181,499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00373,CUST1062,4999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00374,CUST1059,2499.0,failed,network_error,45,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00375,CUST1050,3499.0,failed,insufficient_funds,50,medium,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00376,CUST1016,7999.0,success,unknown,20,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00377,CUST1029,1299.0,failed,insufficient_funds,20,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00378,CUST1100,7999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00379,CUST1180,1299.0,abandoned,checkout_abandoned,30,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00380,CUST1061,1299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00381,CUST1152,799.0,failed,insufficient_funds,20,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00382,CUST1165,799.0,failed,insufficient_funds,20,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00383,CUST1158,299.0,abandoned,checkout_abandoned,30,low,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.,ALLOW,Transaction passed all recovery policy checks.,SIMULATED,FOLLOW_UP,0.0,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00384,CUST1098,4999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00385,CUST1181,3499.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00386,CUST1070,999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00387,CUST1140,4999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00388,CUST1138,299.0,failed,insufficient_funds,20,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00389,CUST1167,999.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00390,CUST1112,499.0,failed,network_error,45,medium,Technical payment failure retry,retry,0.85,System technical glitch detected with potential recovery capability.,BLOCK,Maximum retry attempts reached.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00391,CUST1109,799.0,failed,network_error,60,medium,Technical payment failure retry,retry,0.85,System technical glitch detected with potential recovery capability.,BLOCK,Maximum retry attempts reached.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00392,CUST1071,7999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00393,CUST1131,9999.0,failed,network_error,40,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00394,CUST1032,799.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00395,CUST1036,7999.0,failed,upi_failure,55,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00396,CUST1196,499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00397,CUST1083,7999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00398,CUST1091,499.0,failed,insufficient_funds,25,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00399,CUST1082,1299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00400,CUST1195,299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00401,CUST1112,3499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00402,CUST1166,1299.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00403,CUST1095,9999.0,abandoned,checkout_abandoned,45,medium,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00404,CUST1078,999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00405,CUST1019,799.0,failed,authentication_failed,5,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00406,CUST1030,2499.0,failed,insufficient_funds,45,medium,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00407,CUST1026,499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00408,CUST1164,9999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00409,CUST1054,9999.0,failed,insufficient_funds,35,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00410,CUST1035,499.0,failed,insufficient_funds,10,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00411,CUST1063,1299.0,failed,network_error,45,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00412,CUST1077,999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00413,CUST1061,3499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00414,CUST1135,299.0,abandoned,checkout_abandoned,35,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00415,CUST1107,1999.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00416,CUST1017,299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00417,CUST1160,4999.0,failed,insufficient_funds,30,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00418,CUST1079,499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00419,CUST1150,9999.0,failed,upi_failure,70,high,Technical payment failure retry,retry,0.85,System technical glitch detected with potential recovery capability.,BLOCK,Transaction is outside the 7-day recovery window.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00420,CUST1061,299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00421,CUST1014,1299.0,failed,upi_failure,45,medium,Technical payment failure retry,retry,0.85,System technical glitch detected with potential recovery capability.,BLOCK,Maximum retry attempts reached.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00422,CUST1179,299.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00423,CUST1191,1299.0,failed,timeout,60,medium,Technical payment failure retry,retry,0.85,System technical glitch detected with potential recovery capability.,BLOCK,Transaction is outside the 7-day recovery window.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00424,CUST1016,1299.0,failed,authentication_failed,20,low,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00425,CUST1014,3499.0,abandoned,checkout_abandoned,45,medium,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.,ALLOW,Transaction passed all recovery policy checks.,SIMULATED,FOLLOW_UP,0.0,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00426,CUST1197,499.0,abandoned,checkout_abandoned,15,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00427,CUST1000,299.0,abandoned,checkout_abandoned,30,low,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.,ALLOW,Transaction passed all recovery policy checks.,SIMULATED,FOLLOW_UP,0.0,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00428,CUST1093,2499.0,abandoned,checkout_abandoned,30,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00429,CUST1189,9999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00430,CUST1081,1299.0,failed,authentication_failed,0,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00431,CUST1045,999.0,failed,timeout,25,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00432,CUST1198,1299.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00433,CUST1144,1299.0,failed,network_error,30,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00434,CUST1187,4999.0,failed,network_error,70,high,Temporary payment failure,retry,0.92,Failure appears temporary and the customer has not exceeded the retry limit.,BLOCK,Maximum retry attempts reached.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00435,CUST1138,1999.0,failed,upi_failure,50,medium,Technical payment failure retry,retry,0.85,System technical glitch detected with potential recovery capability.,BLOCK,Transaction is outside the 7-day recovery window.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00436,CUST1096,1299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00437,CUST1036,1299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00438,CUST1117,499.0,failed,authentication_failed,25,low,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00439,CUST1015,2499.0,failed,network_error,60,medium,Technical payment failure retry,retry,0.85,System technical glitch detected with potential recovery capability.,BLOCK,Maximum retry attempts reached.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00440,CUST1100,1999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00441,CUST1034,7999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00442,CUST1104,499.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00443,CUST1030,499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00444,CUST1037,499.0,failed,bank_declined,45,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00445,CUST1044,299.0,abandoned,checkout_abandoned,15,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00446,CUST1063,499.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00447,CUST1033,999.0,failed,bank_declined,65,medium,Recoverable bank decline,retry,0.79,Customer has a strong successful payment history.,ALLOW,Transaction passed all recovery policy checks.,SIMULATED,RECOVERED,999.0,Payment retry succeeded in Test Mode simulation.,2026-09-04 23:17:30
TX00448,CUST1050,9999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00449,CUST1118,299.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
